Sentence #,Word,Tag
,を,O
,有,O
,する,O
,患者,O
,の,O
,多臓器期,O
,IB,O
,試験,O
,である,O
,KEYNOTE-028,O
,において,O
,、,O
,プログラム,O
,されていない,O
,死亡,O
,1,O
,抗体,O
,の,O
,pembrolizumab,O
,を,O
,評価,O
,した,O
,。,O
Sentence: 595,Results,O
,from,O
,the,O
,esophageal,O
,carcinoma,O
,cohort,O
,are,O
,reported,B-MT
,herein,O
,.,O
,食道癌,O
,コホート,O
,からの,O
,結果,O
,が,O
,本明細書,O
,に,O
,報告,O
,されている,O
,。,O
Sentence: 596,Eligible,O
,patients,O
,with,O
,squamous,O
,cell,O
,carcinoma,O
,or,O
,adenocarcinoma,O
,of,O
,the,O
,esophagus,O
,or,O
,gastroesophageal,O
,junction,O
,in,O
,whom,O
,standard,O
,therapy,O
,failed,O
,and,O
,who,O
,had,O
,PD-L1,O
,–,O
,positive,O
,tumors,O
,received,O
,pembrolizumab,O
,10,O
,mg,O
,/,O
,kg,O
,every,O
,2,O
,weeks,O
,for,B-MT
,up,B-MT
,to,B-MT
,2,B-MT
,years,B-MT
,or,O
,until,O
,confirmed,O
,disease,O
,progression,O
,or,O
,intolerable,O
,toxicity,O
,.,O
,食道,O
,の,O
,標準治療,O
,が,O
,失敗,O
,し,O
,、,O
,PD-L,O
,陽性腫瘍,O
,を,O
,有,O
,する,O
,食道,O
,または,O
,胃食道接合部,O
,の,O
,扁平上皮,O
,がんまたは,O
,腺癌,O
,を,O
,有,O
,する,O
,適格患者,O
,で,O
,、,O
,2,O
,年,O
,までに,O
,10,O
,mg,O
,/,O
,kg,O
,を,O
,2,O
,週間,O
,ごとに,O
,、,O
,または,O
,疾患,O
,の,O
,進行,O
,または,O
,耐,O
,えられない,O
,毒性,O
,を,O
,確認,O
,した,O
,。,O
Sentence: 597,Response,O
,was,O
,assessed,O
,every,O
,8,O
,weeks,O
,up,O
,to,O
,6,O
,months,O
,and,O
,every,O
,12,O
,weeks,O
,thereafter,O
,.,O
,応答,O
,は,O
,、,O
,8,O
,週間,O
,ごとに,O
,6,O
,ヵ,O
,月,O
,まで,O
,、,O
,その,O
,後,O
,12,O
,週間,O
,ごとに,O
,評価,O
,された,O
,。,O
Sentence: 598,Primary,O
,end,O
,points,O
,were,O
,safety,O
,and,O
,overall,O
,response,O
,rate,O
,",",O
,determined,O
,by,O
,investigator,O
,review,O
,per,B-MT
,Response,O
,Evaluation,O
,Criteria,O
,in,O
,Solid,O
,Tumors,O
,(,O
,version,O
,1.1,O
,),O
,.,O
,一次,O
,エンドポイント,O
,は,O
,、,O
,固形腫瘍,O
,(,O
,バージョン,O
,1.1,O
,),O
,における,O
,奏効評価基準,O
,ごとに,O
,、,O
,治験責任医師,O
,レビュー,O
,によって,O
,決定,O
,された,O
,安全性,O
,および,O
,全体的奏効率,O
,であった,O
,。,O
Sentence: 599,Among,O
,83,O
,patients,O
,with,O
,esophageal,O
,carcinoma,O
,and,O
,samples,O
,evaluable,O
,for,O
,PD-L1,O
,expression,O
,",",O
,37,O
,(,O
,45%,O
,),O
,had,O
,PD-L1,O
,–,O
,positive,O
,tumors,O
,",",O
,and,O
,23,O
,were,O
,enrolled,O
,.,O
,食道癌患者,O
,83,O
,例,O
,および,O
,PD-L1,O
,発現,O
,に,O
,評価可能,O
,な,O
,サンプル,O
,では,O
,、,O
,37,O
,例,O
,(,O
,45%,O
,),O
,に,O
,PD-L1,O
,陽性腫瘍,O
,が,O
,認,O
,められ,O
,、,O
,23,O
,例,O
,が,O
,登録,O
,された,O
,。,O
Sentence: 600,Median,O
,age,O
,was,O
,65,O
,years,O
,;,O
,78%,O
,had,O
,squamous,O
,histology,B-MT
,;,O
,and,O
,87%,O
,received,O
,≥,O
,two,O
,prior,O
,therapies,O
,for,O
,advanced,O
,/,O
,metastatic,O
,disease,O
,.,O
,年齢中央値,O
,は,O
,65,O
,歳,O
,で,O
,、,O
,78%,O
,が,O
,扁平上皮組織,O
,を,O
,有,O
,し,O
,、,O
,87%,O
,が,O
,進行,O
,/,O
,転移疾患,O
,に,O
,対,O
,して,O
,2,O
,以上,O
,の,O
,先行治療,O
,を,O
,受,O
,けた,O
,。,O
Sentence: 601,Adherence,B-MT
,to,B-MT
,aromatase,O
,inhibitor,O
,(,O
,AI,O
,),O
,therapy,O
,for,O
,early-stage,O
,breast,O
,cancer,O
,is,O
,limited,O
,by,O
,AI-associated,O
,musculoskeletal,O
,symptoms,O
,(,O
,AIMSS,O
,),O
,.,O
,早期乳癌,O
,に,O
,対,O
,する,O
,アロマターゼ,O
,阻害剤,O
,（,O
,AI,O
,）,O
,療法,O
,の,O
,遵守,O
,は,O
,、,O
,AI,O
,関連筋骨格症状,O
,（,O
,AIMSS,O
,）,O
,によって,O
,制限,O
,される,O
,。,O
Sentence: 602,Duloxetine,O
,is,O
,US,O
,Food,O
,and,O
,Drug,O
,Administration,O
,approved,O
,for,O
,treatment,O
,of,O
,multiple,O
,chronic,O
,pain,O
,disorders,O
,.,O
,デュロキセチン,O
,は,O
,、,O
,米国食品医薬品局,O
,が,O
,複数,O
,の,O
,慢性疼痛障害,O
,の,O
,治療薬,O
,として,O
,承認,O
,されています,O
,。,O
Sentence: 603,We,O
,hypothesized,O
,that,O
,treatment,O
,of,O
,AIMSS,O
,with,O
,duloxetine,O
,would,O
,improve,O
,average,O
,joint,O
,pain,O
,compared,O
,with,O
,placebo,O
,.,O
,我,O
,々,O
,は,O
,、,O
,デュロキセチン,O
,による,O
,AIMSS,O
,の,O
,治療,O
,が,O
,プラセボ,O
,と,O
,比較,O
,して,O
,平均関節痛,O
,を,O
,改善,O
,すると,O
,仮定,O
,した,O
,。,O
Sentence: 604,This,O
,randomized,O
,",",O
,double-blind,O
,",",O
,phase,O
,III,O
,trial,O
,included,O
,AI-treated,O
,postmenopausal,O
,women,O
,with,O
,early-stage,O
,breast,O
,cancer,O
,and,O
,who,O
,had,O
,average,B-MT
,joint,B-MT
,pain,B-MT
,score,B-MT
,of,B-MT
,≥,B-MT
,4,B-MT
,out,B-MT
,of,B-MT
,10,B-MT
,that,O
,developed,B-MT
,or,O
,worsened,O
,since,O
,AI,O
,therapy,O
,initiation,O
,.,O
,この,O
,無作為化二重盲検第,O
,III,O
,相試験,O
,には,O
,、,O
,早期乳,O
,がんの,O
,AI,O
,治療済,O
,み,O
,閉経後女性,O
,と,O
,、,O
,AI,O
,治療開始後,O
,に,O
,開発,O
,されたまたは,O
,悪化,O
,した,O
,10,O
,以上,O
,の,O
,平均関節痛,O
,スコア,O
,が,O
,10,O
,人中,O
,4,O
,人,O
,であった,O
,。,O
Sentence: 605,Patients,O
,were,O
,randomly,O
,assigned,O
,1,O
,:,O
,1,O
,to,O
,duloxetine,O
,or,O
,placebo,O
,for,O
,13,O
,weeks,O
,.,O
,患者,O
,は,O
,ランダム,O
,に,O
,1,O
,：,O
,1,O
,を,O
,デュロキセチン,O
,または,O
,プラセボ,O
,に,O
,13,O
,週間割,O
,り,O
,当,O
,てた,O
,。,O
Sentence: 606,The,O
,primary,O
,end,O
,point,O
,was,O
,average,O
,joint,O
,pain,O
,through,O
,12,O
,weeks,O
,",",O
,examined,O
,using,O
,multivariable,O
,linear,O
,mixed,O
,models,O
,",",O
,adjusted,O
,for,O
,stratification,O
,factors,O
,(,O
,baseline,O
,pain,B-MT
,score,O
,of,O
,4,O
,to,O
,6,O
,v,O
,7,O
,to,O
,10,O
,and,O
,prior,O
,taxane,O
,use,O
,),O
,.,O
,一次,O
,エンドポイント,O
,は,O
,12,O
,週間,O
,を,O
,通,O
,しての,O
,平均関節痛,O
,であり,O
,、,O
,多変数線形混合,O
,モデル,O
,を,O
,用,O
,いて,O
,検討,O
,され,O
,、,O
,層別因子,O
,(,O
,ベースラインペインスコア,O
,4,O
,~,O
,6V7,O
,~,O
,10,O
,および,O
,前,O
,タキサン,O
,系使用,O
,),O
,に,O
,調整,O
,された,O
,。,O
Sentence: 607,Clinically,O
,significant,O
,change,O
,in,O
,average,O
,pain,O
,was,O
,defined,O
,as,O
,a,O
,≥,O
,2-point,O
,decrease,O
,from,O
,baseline,O
,.,O
,臨床的,O
,に,O
,有意,O
,な,O
,痛,O
,みの,O
,変化,O
,は,O
,、,O
,ベースライン,O
,からの,O
,2,O
,点以上,O
,の,O
,減少,O
,と,O
,定義,O
,された,O
,。,O
Sentence: 608,Of,O
,299,O
,enrolled,O
,patients,O
,",",O
,127,O
,patients,O
,treated,O
,with,O
,duloxetine,O
,and,O
,128,O
,who,O
,received,O
,placebo,O
,were,O
,evaluable,B-MT
,for,O
,the,O
,primary,O
,analysis,O
,.,O
,登録,O
,された,O
,299,O
,人,O
,の,O
,患者,O
,のうち,O
,、,O
,デュロキセチン,O
,を,O
,投与,O
,された,O
,患者,O
,127,O
,人,O
,と,O
,プラセボ,O
,を,O
,投与,O
,された,O
,患者,O
,128,O
,人,O
,が,O
,一次分析,O
,の,O
,対象,O
,として,O
,評価,O
,された,O
,。,O
Sentence: 609,By,O
,12,O
,weeks,O
,",",O
,the,O
,average,O
,joint,O
,pain,O
,score,O
,was,O
,0.82,O
,points,O
,lower,O
,for,O
,patients,O
,who,O
,received,O
,duloxetine,O
,compared,O
,with,O
,those,O
,who,O
,received,O
,placebo,O
,(,O
,95%,O
,CI,O
,",",O
,−,O
,1.24,O
,to,O
,−,O
,0.40,O
,;,O
,P,O
,=,O
,.,O
,0002,O
,),O
,.,O
,12,O
,週,O
,までの,O
,平均関節痛,O
,スコア,O
,は,O
,、,O
,プラセボ,O
,を,O
,投与,O
,した,O
,患者,O
,に,O
,比,O
,べて,O
,、,O
,デュロキセチン,O
,を,O
,投与,O
,された,O
,患者,O
,では,O
,0.82,O
,ポイント,O
,低,O
,かった,O
,(,O
,95%CI,O
,、-1.24,O
,~,O
,0.40,O
,;,O
,P,O
,=,O
,.,O
,0002,O
,),O
,。,O
Sentence: 610,Similar,O
,patterns,O
,were,O
,observed,O
,for,O
,worst,O
,joint,O
,pain,O
,",",O
,joint,O
,stiffness,O
,",",O
,pain,O
,interference,O
,",",O
,and,O
,functioning,O
,.,O
,同様,O
,の,O
,パターン,O
,は,O
,、,O
,最悪,O
,の,O
,関節痛,O
,、,O
,関節硬直,O
,、,O
,疼痛,O
,の,O
,干渉,O
,、,O
,および,O
,機能,O
,に,O
,対,O
,して,O
,観察,O
,された,O
,。,O
Sentence: 611,Rates,O
,of,O
,adverse,O
,events,O
,of,O
,any,O
,grade,O
,were,O
,higher,O
,in,O
,the,O
,duloxetine-treated,O
,group,O
,(,O
,78%,O
,v,O
,50%,O
,),O
,;,O
,rates,O
,of,O
,grade,O
,3,O
,adverse,O
,events,O
,were,O
,similar,O
,.,O
,いずれの,O
,グレード,O
,の,O
,有害事象,O
,の,O
,率,O
,も,O
,、,O
,デュロキセチン,O
,処置群,O
,（,O
,78,O
,％,O
,v,O
,50,O
,％,O
,）,O
,で,O
,高,O
,かった,O
,。,O
,グレード,O
,3,O
,の,O
,有害事象,O
,の,O
,割合,O
,も,O
,同様,O
,であった,O
,。,O
Sentence: 612,Trifluridine,O
,/,O
,tipiracil,O
,(,O
,TAS-102,O
,),O
,was,O
,effective,O
,in,O
,patients,O
,with,O
,metastatic,O
,colorectal,O
,cancer,O
,(,O
,mCRC,O
,),O
,in,O
,a,O
,phase,O
,II,O
,Japanese,O
,trial,O
,.,O
,トリフルリジン,O
,/,O
,チピラシル,O
,（,O
,TAS-102,O
,）,O
,は,O
,、,O
,転移性結腸直腸癌,O
,（,O
,mCRC,O
,）,O
,患者,O
,に,O
,フェーズ,O
,Ⅱ,O
,試験,O
,で,O
,効果的,O
,であった,O
,。,O
Sentence: 613,This,O
,regional,O
,trial,O
,evaluated,O
,the,O
,efficacy,O
,and,O
,safety,O
,of,O
,trifluridine,O
,/,O
,tipiracil,O
,in,O
,Asian,O
,patients,O
,with,O
,mCRC,O
,with,O
,or,O
,without,O
,exposure,O
,to,O
,biologic,O
,therapy,O
,.,O
,この,O
,地域臨床試験,O
,は,O
,、,O
,生物学的療法,O
,への,O
,暴露,O
,の,O
,有無,O
,にかかわらず,O
,、,O
,アジア,O
,の,O
,mCRC,O
,患者,O
,における,O
,トリフルリジン,O
,/,O
,チペラシル,O
,の,O
,有効性,O
,と,O
,安全性,O
,を,O
,評価,O
,した,O
,。,O
Sentence: 614,This,O
,randomized,O
,",",O
,double-blind,O
,",",O
,placebo-controlled,O
,",",O
,phase,O
,III,O
,trial,O
,was,O
,conducted,O
,at,O
,30,O
,sites,O
,in,O
,China,O
,",",O
,the,O
,Republic,O
,of,O
,Korea,O
,",",O
,and,O
,Thailand,O
,.,O
,この,O
,ランダム,O
,化二重盲検,O
,プラセボ,O
,対照第,O
,III,O
,相試験,O
,は,O
,、,O
,中国,O
,、,O
,韓国,O
,、,O
,タイ,O
,の,O
,30,O
,か,O
,所,O
,で,O
,実施,O
,された,O
,。,O
Sentence: 615,Patients,O
,≥,O
,18,O
,years,O
,old,O
,with,O
,histologically,O
,or,O
,cytologically,O
,confirmed,O
,adenocarcinoma,O
,of,O
,the,O
,colon,O
,or,O
,rectum,O
,and,O
,known,O
,KRAS,O
,status,O
,who,O
,were,O
,refractory,O
,or,O
,intolerant,O
,to,O
,two,O
,or,O
,more,O
,prior,B-MT
,chemotherapy,O
,regimens,O
,were,O
,enrolled,O
,.,O
,結腸,O
,または,O
,直腸,O
,の,O
,組織学的,O
,にまたは,O
,細胞学的,O
,に,O
,確認,O
,された,O
,腺癌,O
,および,O
,2,O
,つ,O
,以上,O
,の,O
,先,O
,の,O
,化学療法,O
,レジメン,O
,に,O
,不応性,O
,または,O
,不耐性,O
,の,O
,KRAS,O
,状態,O
,の,O
,既知,O
,の,O
,18,O
,歳以上,O
,の,O
,患者,O
,を,O
,登録,O
,した,O
,。,O
Sentence: 616,Eligible,O
,patients,O
,were,O
,randomly,O
,assigned,O
,(,O
,2,O
,:,O
,1,O
,ratio,O
,;,O
,minimization,O
,method,O
,),O
,to,O
,receive,O
,trifluridine,O
,/,O
,tipiracil,O
,(,O
,twice,O
,per,O
,day,O
,orally,O
,;,O
,5,B-MT
,days,B-MT
,on,B-MT
,and,B-MT
,2,B-MT
,days,B-MT
,off,B-MT
,for,O
,2,O
,weeks,O
,",",O
,followed,O
,by,O
,14,B-MT
,days,B-MT
,off,B-MT
,per,O
,cycle,O
,),O
,or,O
,placebo,O
,.,O
,適格患者,O
,は,O
,無作為,O
,に,O
,割,O
,り,O
,付,O
,けられ,O
,(,O
,2,O
,:,O
,1,O
,比,O
,;,O
,最小化法,O
,),O
,、,O
,トリフルリジン,O
,/,O
,チイラシル,O
,(,O
,1,O
,日,O
,2,O
,回経口投与,O
,;,O
,5,O
,日間,O
,および,O
,2,O
,日間,O
,、,O
,2,O
,週間,O
,、,O
,その,O
,後,O
,は,O
,1,O
,サイクル,O
,あたり,O
,14,O
,日間,O
,),O
,または,O
,プラセボ,O
,で,O
,ランダム,O
,に,O
,割,O
,り,O
,付,O
,けられた,O
,。,O
Sentence: 617,The,O
,primary,O
,end,O
,point,O
,was,O
,overall,O
,survival,O
,(,O
,intent-to-treat,O
,population,O
,),O
,.,O
,一次,O
,エンドポイント,O
,は,O
,全生存,O
,(,O
,intent-to-treat,O
,群,O
,),O
,であった,O
,。,O
Sentence: 618,Between,O
,October,O
,16,O
,",",O
,2013,O
,",",O
,and,O
,June,O
,15,O
,",",O
,2015,O
,",",O
,406,O
,patients,O
,were,O
,randomly,O
,assigned,O
,to,O
,receive,O
,trifluridine,O
,/,O
,tipiracil,B-MT
,(,O
,n,O
,=,O
,271,O
,),O
,or,O
,placebo,O
,(,O
,n,O
,=,O
,135,O
,),O
,.,O
,2013,O
,年十月,O
,16,O
,日,O
,から,O
,2015,O
,年六月,O
,15,O
,日,O
,までの,O
,間,O
,に,O
,、,O
,406,O
,人,O
,の,O
,患者,O
,が,O
,無作為,O
,に,O
,トリフルリジン,O
,/,O
,tipilacymma,O
,(,O
,n,O
,=,O
,271,O
,),O
,または,O
,プラセボ,O
,(,O
,n,O
,=,O
,135,O
,),O
,を,O
,投与,O
,された,O
,。,O
Sentence: 619,Risk,O
,of,O
,death,O
,was,O
,significantly,O
,lower,O
,in,O
,the,O
,trifluridine,O
,/,O
,tipiracil,O
,arm,O
,than,O
,in,O
,the,O
,placebo,O
,arm,O
,(,O
,hazard,O
,ratio,O
,for,O
,death,O
,",",O
,0.79,O
,;,O
,95%,O
,CI,O
,",",O
,0.62,O
,to,O
,0.99,O
,;,O
,log-rank,O
,P,O
,=,O
,.,O
,035,O
,),O
,.,O
,死亡,O
,の,O
,リスク,O
,は,O
,、,O
,プラセボ,O
,群,O
,よりも,O
,トリフルリジン,O
,/,O
,ティピシル,O
,群,O
,の,O
,方,O
,が,O
,有意,O
,に,O
,低,O
,かった,O
,(,O
,死亡率,O
,は,O
,死亡,O
,の,O
,ハザード,O
,比,O
,、,O
,0.79,O
,;,O
,95%CI,O
,、,O
,0.62,O
,～,O
,0.99,O
,;,O
,対数,O
,ランク,O
,P,O
,=,O
,.,O
,035,O
,),O
,。,O
Sentence: 620,Median,O
,overall,O
,survival,O
,was,O
,significantly,O
,longer,O
,in,O
,the,O
,trifluridine,O
,/,O
,tipiracil,O
,than,O
,in,O
,the,O
,placebo,O
,arm,O
,(,O
,7.8,O
,months,O
,[,O
,95%,O
,CI,O
,",",O
,7.1,O
,to,O
,8.8,O
,months,O
,],O
,v,O
,7.1,O
,months,O
,[,O
,95%,O
,CI,O
,",",O
,5.9,O
,to,O
,8.2,O
,months,O
,],O
,",",O
,respectively,O
,),O
,",",O
,for,O
,a,O
,median,O
,survival,O
,follow-up,O
,time,O
,of,O
,13.8,O
,months,O
,(,O
,95%,O
,CI,O
,",",O
,13.1,O
,to,O
,15.3,O
,months,O
,),O
,compared,O
,with,O
,13.4,O
,months,O
,(,O
,95%,O
,CI,O
,",",O
,11.6,O
,to,O
,17.3,O
,months,O
,),O
,",",O
,respectively,O
,.,O
,中央値,O
,の,O
,生存期間中央値,O
,は,O
,、,O
,プラセボ,O
,群,O
,(,O
,7.8,O
,ヵ,O
,月,O
,[,O
,95%CI,O
,、,O
,7.1,O
,～,O
,8.8,O
,ヵ,O
,月,O
,],O
,vs7.1,O
,ヵ,O
,月,O
,[,O
,95%CI,O
,、,O
,5.9,O
,~,O
,8.2,O
,ヵ,O
,月,O
,],O
,、,O
,中央値,O
,13.8,O
,ヵ,O
,月,O
,(,O
,95%CI,O
,、,O
,13.1,O
,~,O
,15.3,O
,ヵ,O
,月,O
,),O
,、,O
,それぞれ,O
,13.4,O
,ヵ,O
,月,O
,(,O
,95%CI,O
,、,O
,11.6,O
,~,O
,17.3,O
,ヵ,O
,月,O
,),O
,と,O
,比較,O
,して,O
,、,O
,トリフルリジン,O
,/,O
,tipilacy,O
,群,O
,の,O
,方,O
,が,O
,有意,O
,に,O
,長,O
,かった,O
,(,O
,%CI,O
,、,O
,~,O
,ヵ,O
,月,O
,),O
,。,O
Sentence: 621,Treatment,O
,of,O
,advanced,O
,non,O
,–,O
,small-cell,O
,lung,O
,cancer,O
,with,O
,immune,O
,checkpoint,O
,inhibitors,O
,(,O
,ICIs,O
,),O
,is,O
,characterized,O
,by,O
,durable,O
,responses,O
,and,O
,improved,O
,survival,O
,in,O
,a,O
,subset,O
,of,O
,patients,O
,.,O
,免疫,O
,チェックポイント,O
,阻害剤,O
,（,O
,ICI,O
,）,O
,による,O
,進行性非小細胞肺癌,O
,の,O
,治療,O
,は,O
,、,O
,患者,O
,の,O
,サブセット,O
,における,O
,耐久性応答,O
,および,O
,改善,O
,された,O
,生存,O
,によって,O
,特徴付,O
,けられる,O
,。,O
Sentence: 622,Clinically,O
,available,O
,tools,O
,to,O
,optimize,O
,use,O
,of,O
,ICIs,O
,and,O
,understand,O
,the,O
,molecular,O
,determinants,O
,of,O
,response,O
,are,O
,needed,O
,.,O
,ICI,O
,の,O
,使用,O
,を,O
,最適化,O
,し,O
,、,O
,応答,O
,の,O
,分子決定要因,O
,を,O
,理解,O
,するための,O
,臨床的,O
,に,O
,利用可能,O
,な,O
,ツール,O
,が,O
,必要,O
,である,O
,。,O
Sentence: 623,Targeted,O
,next-generation,O
,sequencing,O
,(,O
,NGS,O
,),O
,is,O
,increasingly,O
,routine,O
,",",O
,but,O
,its,O
,role,O
,in,O
,identifying,O
,predictors,O
,of,O
,response,O
,to,O
,ICIs,O
,is,O
,not,O
,known,O
,.,O
,ターゲット,O
,を,O
,絞,O
,った,O
,次世代,O
,シークエンシング,O
,（,O
,NGS,O
,）,O
,はますます,O
,日常的,O
,になっていますが,O
,、,O
,ICI,O
,への,O
,反応,O
,の,O
,予測因子,O
,を,O
,特定,O
,する,O
,役割,O
,は,O
,知,O
,られていません,O
,。,O
Sentence: 624,Detailed,O
,clinical,O
,annotation,O
,and,O
,response,O
,data,O
,were,O
,collected,O
,for,O
,patients,O
,with,O
,advanced,O
,non,O
,–,O
,small-cell,O
,lung,O
,cancer,O
,treated,O
,with,O
,anti,O
,–,O
,programmed,O
,death-1,O
,or,O
,anti,O
,–,O
,programmed,O
,death-ligand,O
,1,O
,[,O
,anti-programmed,O
,cell,O
,death,O
,(,O
,PD,O
,),O
,-,O
,1,O
,],O
,therapy,O
,and,O
,profiled,O
,by,O
,targeted,O
,NGS,O
,(,O
,MSK-IMPACT,O
,;,O
,n,O
,=,O
,240,O
,),O
,.,O
,抗,O
,プログラム,O
,死-1,O
,または,O
,抗,O
,プログラム,O
,死,O
,リガンド,O
,1,O
,（,O
,抗,O
,プログラム,O
,細胞死,O
,（,O
,PD,O
,）,O
,-,O
,1,O
,）,O
,療法,O
,で,O
,処置,O
,され,O
,プロファイル,O
,された,O
,進行性非小細胞肺癌患者,O
,について,O
,、,O
,詳細,O
,な,O
,臨床注釈,O
,および,O
,応答,O
,データ,O
,を,O
,収集,O
,した,O
,対象,B-MT
,とする,B-MT
,NGS,B-MT
,（,O
,MSK-IMPACT,O
,;,O
,n,O
,=,O
,240,O
,）,O
,によって,O
,評価,O
,した,O
,。,O
Sentence: 625,Efficacy,O
,was,O
,assessed,O
,by,O
,Response,O
,Evaluation,O
,Criteria,O
,in,O
,Solid,O
,Tumors,O
,(,O
,RECIST,O
,),O
,version,O
,1.1,O
,",",O
,and,O
,durable,B-MT
,clinical,O
,benefit,O
,(,O
,DCB,O
,),O
,was,O
,defined,O
,as,O
,partial,O
,response,O
,/,O
,stable,O
,disease,O
,that,O
,lasted,O
,>,O
,6,O
,months,O
,.,O
,有効性,O
,は,O
,、,O
,固形腫瘍,O
,（,O
,RECIST,O
,）,O
,バージョン,O
,1.1,O
,の,O
,応答評価基準,O
,によって,O
,評価,O
,され,O
,、,O
,耐久性臨床的利益,O
,（,O
,DCB,O
,）,O
,は,O
,、,O
,6,O
,ヶ,O
,月以上持続,O
,する,O
,部分応答,O
,/,O
,安定疾患,O
,として,O
,定義,O
,された,O
,。,O
Sentence: 626,Tumor,O
,mutation,O
,burden,B-MT
,(,O
,TMB,O
,),O
,",",O
,fraction,O
,of,O
,copy,B-MT
,number,B-MT
,–,B-MT
,altered,B-MT
,genome,B-MT
,",",O
,and,O
,gene,O
,alterations,O
,were,O
,compared,O
,among,O
,patients,O
,with,O
,DCB,O
,and,O
,no,O
,durable,B-MT
,benefit,B-MT
,(,O
,NDB,O
,),O
,.,O
,DC,O
,B,O
,患者,O
,と,O
,耐久性,O
,のない,O
,利益,O
,(,O
,NDB,O
,),O
,を,O
,有,O
,する,O
,患者,O
,では,O
,、,O
,腫瘍,O
,の,O
,突然変異負荷,O
,(,O
,TMB,O
,),O
,、,O
,コピー,O
,数,O
,の,O
,割合,O
,、,O
,および,O
,遺伝子変異,O
,が,O
,比較,O
,された,O
,。,O
Sentence: 627,Whole,O
,-,O
,exome,B-MT
,sequencing,O
,(,O
,WES,O
,),O
,was,O
,performed,O
,for,O
,49,O
,patients,O
,to,O
,compare,O
,quantification,O
,of,O
,TMB,O
,by,B-MT
,targeted,O
,NGS,O
,versus,O
,WES,O
,.,O
,全,O
,エクソン,O
,配列決定,O
,(,O
,WES,O
,),O
,を,O
,49,O
,人,O
,の,O
,患者,O
,に,O
,対,O
,して,O
,実施,O
,して,O
,、,O
,標的,O
,NGs,O
,vs,O
,WES,O
,に,O
,対,O
,する,O
,TMB,O
,の,O
,定量化,O
,を,O
,比較,O
,した,O
,。,O
Sentence: 628,Estimates,O
,of,O
,TMB,O
,by,O
,targeted,O
,NGS,O
,correlated,O
,well,O
,with,O
,WES,O
,(,O
,ρ,O
,=,O
,0.86,O
,;,O
,P,O
,<,O
,.,O
,001,O
,),O
,.,O
,標的,O
,NGS,O
,による,O
,TMB,O
,の,O
,推定値,O
,は,O
,WES,O
,(,O
,ρ,O
,=,O
,0.86,O
,;,O
,P,O
,<,O
,.,O
,001,O
,),O
,と,O
,良好,O
,に,O
,相関,O
,した,O
,。,O
Sentence: 629,T,B-MT
,MB,O
,was,O
,greater,O
,in,O
,patients,O
,with,O
,DCB,O
,than,O
,with,O
,NDB,O
,(,O
,P,O
,=,O
,.,O
,006,O
,),O
,.,O
,DM,O
,B,O
,は,O
,、,O
,NDB,O
,(,O
,P,O
,=,O
,.,O
,006,O
,),O
,よりも,O
,DC,O
,B,O
,患者,O
,の,O
,方,O
,が,O
,多,O
,かった,O
,。,O
Sentence: 630,DCB,O
,was,O
,more,O
,common,O
,",",O
,and,O
,progression-free,O
,survival,O
,was,O
,longer,O
,in,O
,patients,O
,at,O
,increasing,O
,thresholds,O
,above,O
,versus,O
,below,B-MT
,the,O
,50th,O
,percentile,O
,of,O
,TMB,O
,(,O
,38.6%,O
,v,O
,25.1%,O
,;,O
,P,O
,<,O
,.,O
,001,O
,;,O
,hazard,O
,ratio,O
,",",O
,1.38,O
,;,O
,P,O
,=,O
,.,O
,024,O
,),O
,.,O
,DC,O
,B,O
,はより,O
,一般的,O
,で,O
,、,O
,無増悪生存期間,O
,は,O
,TMB,O
,の,O
,50,O
,パーセンタイル,O
,値,O
,(,O
,38.6%v25.1%,O
,;,O
,P,O
,<,O
,0.001,O
,;,O
,ハザード,O
,比,O
,1.38,O
,;,O
,P,O
,=,O
,.,O
,024,O
,),O
,の,O
,閾値,O
,を,O
,上回,O
,る,O
,閾値,O
,を,O
,超,O
,えた,O
,患者,O
,ではより,O
,長,O
,かった,O
,。,O
,(,O
,P,O
,<,O
,0.001,O
,;,O
,P,O
,=,O
,.,O
,001,O
,),O
,。,O
Sentence: 631,The,O
,fraction,O
,of,O
,copy,O
,number,O
,–,O
,altered,O
,genome,O
,was,O
,highest,O
,in,O
,those,O
,with,O
,NDB,B-MT
,.,B-MT
,コピー,O
,数,O
,が,O
,変化,O
,した,O
,ゲノム,O
,の,O
,割合,O
,は,O
,、,O
,NDB,O
,のもので,O
,最,O
,も,O
,高,O
,かった,O
,。,O
Sentence: 632,Variants,O
,in,O
,EGFR,O
,and,O
,STK11,O
,associated,B-MT
,with,B-MT
,a,B-MT
,lack,B-MT
,of,B-MT
,benefit,B-MT
,.,B-MT
,EGFR,O
,および,O
,STK11,O
,の,O
,変異体,O
,は,O
,、,O
,利益,O
,の,O
,欠如,O
,を,O
,伴,O
,った,O
,。,O
Sentence: 633,TMB,O
,and,O
,PD-L1,O
,expression,O
,were,O
,independent,O
,variables,O
,",",O
,and,O
,a,O
,composite,O
,of,O
,TMB,O
,plus,O
,PD-L1,O
,further,O
,enriched,B-MT
,for,B-MT
,benefit,B-MT
,to,B-MT
,ICIs,O
,.,O
,TMB,O
,および,O
,PD-L1,O
,発現,O
,は,O
,独立,O
,した,O
,変数,O
,であり,O
,、,O
,TMB,O
,+,O
,PD-L1,O
,の,O
,複合体,O
,はさらに,O
