Sentence #,Word,Tag
,and,O
,lymphatic,O
,system,O
,and,O
,move,O
,into,O
,tissues,O
,as,O
,needed,O
,.,O
,
Sentence: 330,The,O
,immune,O
,system,O
,can,O
,remember,O
,every,O
,antigen,O
,encountered,O
,because,O
,after,O
,an,O
,encounter,O
,",",O
,some,B-UG
,lymphocytes,O
,develop,O
,into,O
,memory,O
,cells,O
,.,O
,
Sentence: 331,These,O
,cells,O
,live,O
,a,O
,long,O
,time,O
,",",O
,for,O
,years,O
,or,O
,even,B-UG
,decades,O
,.,O
,
Sentence: 332,When,O
,memory,O
,cells,O
,encounter,O
,an,O
,antigen,O
,for,O
,the,O
,second,O
,time,O
,",",O
,they,O
,recognize,O
,it,O
,immediately,O
,and,O
,respond,O
,quickly,O
,",",O
,vigorously,O
,",",O
,and,O
,specifically,O
,to,O
,that,O
,particular,O
,antigen,O
,.,O
,
Sentence: 333,This,O
,specific,O
,immune,O
,response,O
,is,O
,the,O
,reason,O
,that,O
,people,O
,do,O
,not,O
,contract,B-UG
,chickenpox,O
,or,O
,measles,O
,more,O
,than,O
,once,O
,and,O
,that,O
,vaccination,O
,can,O
,prevent,O
,certain,O
,disorders,O
,.,O
,
Sentence: 334,Lymphocytes,O
,may,O
,be,O
,T,O
,cells,O
,or,O
,B,O
,cells,O
,.,O
,
Sentence: 335,T,O
,cells,O
,must,O
,learn,O
,how,O
,to,O
,distinguish,O
,self,O
,from,O
,nonself,B-UG
,antigens,O
,so,O
,that,O
,they,O
,do,O
,not,O
,attack,O
,the,O
,body,O
,',O
,s,O
,own,O
,tissues,O
,.,O
,
Sentence: 336,Normally,O
,",",O
,only,O
,the,O
,T,O
,cells,O
,that,O
,learn,O
,to,O
,ignore,O
,the,O
,body,O
,',O
,s,O
,own,O
,antigens,O
,(,O
,self,O
,-,O
,antigens,O
,),O
,are,O
,allowed,O
,to,O
,mature,O
,and,O
,leave,O
,the,O
,thymus,O
,.,O
,
Sentence: 337,Mature,O
,T,O
,cells,O
,are,O
,stored,O
,in,O
,secondary,O
,lymphoid,O
,organs,O
,(,O
,lymph,O
,nodes,O
,",",O
,spleen,O
,",",O
,tonsils,O
,",",O
,appendix,O
,",",O
,and,O
,Peyer,O
,patches,O
,in,O
,the,O
,small,O
,intestine,O
,),O
,.,O
,
Sentence: 338,After,O
,they,O
,first,O
,encounter,O
,an,O
,infected,O
,or,O
,abnormal,O
,cell,O
,",",O
,they,O
,are,O
,activated,O
,and,O
,search,O
,for,O
,those,B-UG
,particular,O
,cells,O
,.,O
,
Sentence: 339,Killer,O
,(,O
,cytotoxic,O
,),O
,T,O
,cells,O
,attach,O
,to,O
,antigens,O
,on,O
,infected,O
,or,O
,abnormal,O
,(,O
,for,O
,example,O
,",",O
,cancerous,O
,),O
,cells,O
,.,O
,
Sentence: 340,Killer,O
,T,O
,cells,O
,then,B-UG
,kill,O
,these,O
,cells,O
,by,O
,making,O
,holes,O
,in,O
,their,O
,cell,O
,membrane,O
,and,O
,injecting,O
,enzymes,O
,into,O
,the,O
,cells,O
,.,O
,
Sentence: 341,Although,O
,doctors,O
,try,O
,to,O
,use,O
,antibiotics,O
,for,O
,specific,O
,bacterial,O
,infections,O
,",",O
,they,O
,sometimes,O
,start,O
,antibiotics,O
,without,O
,waiting,O
,for,O
,tests,O
,that,O
,identify,O
,the,O
,specific,O
,bacteria,O
,.,O
,
Sentence: 342,Bacteria,O
,can,O
,develop,O
,resistance,O
,to,O
,the,O
,effects,O
,of,O
,antibiotics,O
,.,O
,
Sentence: 343,Antibiotics,O
,can,O
,have,O
,side,O
,effects,O
,",",O
,such,O
,as,O
,upset,O
,stomach,O
,",",O
,diarrhea,O
,",",O
,and,O
,",",O
,in,O
,women,O
,",",O
,vaginal,O
,yeast,O
,infections,O
,.,O
,
Sentence: 344,Some,O
,people,O
,are,O
,allergic,O
,to,O
,certain,O
,antibiotics,O
,.,O
,
Sentence: 345,Antibiotics,O
,are,O
,drugs,O
,used,O
,to,O
,treat,O
,bacterial,O
,infections,O
,.,O
,
Sentence: 346,They,O
,are,O
,ineffective,O
,against,O
,viral,O
,infections,O
,and,O
,most,B-UG
,other,O
,infections,O
,.,O
,
Sentence: 347,Antibiotics,O
,either,O
,kill,O
,microorganisms,O
,or,O
,stop,O
,them,O
,from,O
,reproducing,O
,",",O
,allowing,B-UG
,the,O
,body,O
,',O
,s,O
,natural,O
,defenses,O
,to,O
,eliminate,O
,them,B-UG
,.,O
,
Sentence: 348,Each,O
,antibiotic,O
,is,O
,effective,O
,only,O
,against,O
,certain,O
,bacteria,O
,.,O
,
Sentence: 349,In,O
,selecting,O
,an,O
,antibiotic,O
,to,O
,treat,O
,a,O
,person,O
,with,O
,an,O
,infection,O
,",",O
,doctors,B-UG
,estimate,B-UG
,which,O
,bacteria,O
,are,O
,likely,O
,to,O
,be,O
,the,O
,cause,O
,.,O
,
Sentence: 350,For,O
,example,O
,",",O
,some,O
,infections,O
,are,O
,caused,O
,only,O
,by,O
,certain,O
,types,O
,of,O
,bacteria,O
,.,O
,
Sentence: 351,If,O
,one,O
,antibiotic,O
,is,O
,predictably,O
,effective,O
,against,O
,all,O
,of,O
,these,O
,bacteria,O
,",",O
,further,O
,testing,O
,is,O
,usually,O
,not,O
,needed,O
,.,O
,
Sentence: 352,If,O
,infections,O
,may,O
,be,O
,caused,O
,by,O
,many,O
,different,O
,types,O
,of,O
,bacteria,O
,or,O
,by,O
,bacteria,O
,that,O
,are,O
,not,O
,predictably,B-UG
,susceptible,O
,to,O
,antibiotics,O
,",",O
,a,O
,laboratory,O
,is,O
,asked,O
,to,O
,identify,O
,the,O
,infecting,O
,bacteria,O
,from,O
,samples,O
,of,O
,blood,O
,",",O
,urine,O
,",",O
,or,O
,tissue,O
,taken,O
,from,O
,the,O
,person,O
,(,O
,see,B-UG
,Diagnosis,O
,of,O
,Infectious,O
,Disease,O
,),O
,.,O
,
Sentence: 353,The,O
,infecting,O
,bacteria,O
,are,O
,then,O
,tested,O
,for,O
,susceptibility,O
,to,O
,a,O
,variety,O
,of,O
,antibiotics,O
,.,O
,
Sentence: 354,Results,O
,of,O
,these,O
,tests,O
,usually,O
,take,O
,a,O
,day,O
,or,O
,two,O
,and,O
,thus,O
,cannot,O
,guide,O
,the,O
,initial,O
,choice,O
,of,O
,antibiotic,O
,.,O
,
Sentence: 355,Bacteria,O
,",",O
,like,O
,all,O
,living,O
,organisms,O
,",",O
,change,O
,over,O
,time,O
,in,O
,response,O
,to,O
,environmental,O
,challenges,O
,.,O
,
Sentence: 356,Because,O
,of,O
,the,O
,widespread,O
,use,O
,and,O
,misuse,O
,of,O
,antibiotics,O
,",",O
,bacteria,O
,are,O
,constantly,O
,exposed,O
,to,O
,these,O
,drugs,O
,.,O
,
Sentence: 357,Although,O
,many,O
,bacteria,O
,die,O
,when,O
,exposed,O
,to,O
,antibiotics,O
,",",O
,some,O
,develop,O
,resistance,O
,to,O
,the,O
,drugs,O
,’,O
,effects,O
,.,O
,
Sentence: 358,For,O
,example,O
,",",O
,50,O
,years,O
,ago,O
,",",O
,Staphylococcus,O
,aureus,O
,(,O
,a,O
,common,O
,cause,O
,of,O
,skin,O
,infections,O
,),O
,was,O
,very,O
,sensitive,O
,to,O
,penicillin,O
,.,O
,
Sentence: 359,But,O
,over,B-UG
,time,I-UG
,",",I-UG
,strains,O
,of,O
,this,O
,bacteria,O
,developed,O
,an,O
,enzyme,O
,able,O
,to,O
,break,O
,down,O
,penicillin,O
,",",O
,making,O
,the,O
,drug,O
,ineffective,O
,.,O
,
Sentence: 360,Researchers,O
,responded,B-UG
,by,O
,developing,O
,a,O
,form,O
,of,O
,penicillin,O
,that,O
,the,O
,enzyme,O
,could,O
,not,O
,break,O
,down,O
,",",O
,but,O
,after,O
,a,O
,few,O
,years,O
,",",O
,the,O
,bacteria,O
,adapted,O
,and,O
,became,O
,resistant,O
,to,O
,this,O
,modified,O
,penicillin,O
,.,O
,
Sentence: 361,Influenza,O
,(,O
,flu,O
,),O
,is,O
,a,O
,viral,O
,infection,O
,of,O
,the,O
,lungs,O
,and,O
,airways,O
,with,O
,one,O
,of,O
,the,O
,influenza,O
,viruses,O
,.,O
,
Sentence: 362,It,O
,causes,O
,a,O
,fever,O
,",",O
,runny,O
,nose,O
,",",O
,sore,O
,throat,O
,",",O
,cough,O
,",",O
,headache,O
,",",O
,muscle,O
,aches,O
,(,O
,myalgias,O
,),O
,",",O
,and,O
,a,O
,general,O
,feeling,O
,of,O
,illness,O
,(,O
,malaise,O
,),O
,.,O
,
Sentence: 363,The,O
,virus,O
,is,O
,spread,O
,by,O
,inhaling,B-UG
,droplets,B-UG
,coughed,O
,or,O
,sneezed,O
,out,O
,by,O
,an,O
,infected,O
,person,O
,or,O
,by,O
,having,O
,direct,O
,contact,O
,with,O
,an,O
,infected,O
,person,O
,',O
,s,O
,nasal,O
,secretions,O
,.,O
,
Sentence: 364,Influenza,O
,often,O
,starts,O
,with,O
,chills,O
,",",O
,followed,B-UG
,by,B-UG
,a,O
,fever,O
,",",O
,muscle,O
,aches,O
,",",O
,headache,O
,",",O
,a,O
,sore,O
,throat,O
,",",O
,a,O
,cough,O
,",",O
,a,O
,runny,O
,nose,O
,",",O
,and,O
,a,O
,general,O
,feeling,O
,of,O
,illness,O
,.,O
,
Sentence: 365,Influenza,O
,is,O
,often,O
,diagnosed,O
,based,O
,on,O
,symptoms,O
,.,O
,
Sentence: 366,An,O
,annual,O
,influenza,O
,vaccination,O
,is,O
,the,O
,best,O
,way,O
,to,O
,prevent,O
,influenza,O
,.,O
,
Sentence: 367,Resting,O
,",",O
,drinking,O
,plenty,O
,of,O
,fluids,O
,",",O
,and,O
,avoiding,O
,exertion,O
,can,O
,help,O
,people,O
,recover,O
,",",O
,as,O
,can,O
,taking,O
,pain,O
,relievers,O
,",",O
,decongestants,O
,",",O
,and,O
,sometimes,O
,antiviral,O
,drugs,O
,.,O
,
Sentence: 368,Influenza,O
,is,O
,distinctly,O
,different,O
,from,O
,the,O
,common,O
,cold,O
,.,O
,
Sentence: 369,It,O
,is,O
,caused,O
,by,O
,a,O
,different,B-UG
,virus,O
,and,O
,produces,O
,symptoms,O
,that,O
,are,O
,more,O
,severe,O
,.,O
,
Sentence: 370,Also,O
,",",O
,influenza,O
,affects,O
,cells,O
,much,B-UG
,deeper,O
,down,O
,in,O
,the,O
,respiratory,O
,tract,O
,.,O
,
Sentence: 371,There,O
,are,O
,many,O
,different,O
,strains,O
,within,O
,types,O
,A,O
,and,O
,B,O
,influenza,O
,viruses,O
,but,O
,all,O
,cause,O
,similar,O
,illness,O
,.,O
,
Sentence: 372,Different,O
,strains,O
,cause,O
,the,O
,regular,O
,seasonal,O
,outbreaks,O
,of,O
,flu,O
,.,O
,
Sentence: 373,Type,O
,C,O
,does,O
,not,O
,cause,O
,a,O
,typical,O
,influenza,O
,illness,O
,.,O
,
Sentence: 374,Type,O
,A,O
,causes,O
,most,O
,influenza,O
,cases,O
,(,O
,usually,O
,more,O
,than,O
,70,O
,%,O
,in,O
,a,O
,typical,O
,season,O
,),O
,",",O
,and,O
,most,O
,of,O
,the,O
,others,O
,are,O
,caused,O
,by,O
,type,O
,B,O
,.,O
,
Sentence: 375,Type,O
,C,O
,influenza,O
,occurs,O
,less,B-UG
,frequently,O
,",",O
,mainly,O
,in,O
,children,O
,.,O
,
Sentence: 376,The,O
,strain,B-UG
,of,O
,influenza,O
,virus,O
,causing,B-UG
,outbreaks,B-UG
,is,O
,always,O
,changing,O
,slightly,O
,",",O
,so,O
,that,O
,each,B-UG
,year,B-UG
,the,O
,influenza,O
,virus,O
,is,O
,a,O
,little,O
,different,O
,from,O
,the,O
,previous,O
,year,O
,',O
,s,O
,.,O
,
Sentence: 377,It,O
,often,O
,changes,O
,enough,O
,that,O
,previously,O
,effective,O
,vaccines,O
,no,O
,longer,O
,work,O
,.,O
,
Sentence: 378,Influenza,O
,type,O
,A,O
,strains,O
,are,O
,named,O
,based,O
,on,O
,the,O
,specific,O
,versions,O
,of,O
,two,O
,proteins,O
,present,O
,on,O
,the,O
,surface,O
,of,O
,the,O
,virus,O
,.,O
,
Sentence: 379,The,O
,proteins,O
,are,O
,H,O
,(,O
,for,O
,hemagglutinin,O
,),O
,and,O
,N,O
,(,O
,for,O
,neuraminidase,O
,),O
,.,O
,
Sentence: 380,There,O
,are,O
,18,O
,different,O
,H,O
,proteins,O
,and,O
,11,O
,N,O
,proteins,O
,.,O
,
Sentence: 381,Psoriasis,O
,is,O
,a,O
,chronic,O
,",",O
,recurring,O
,disease,O
,that,O
,causes,O
,one,O
,or,O
,more,O
,raised,O
,",",O
,red,O
,patches,O
,that,O
,have,O
,silvery,O
,scales,O
,and,O
,a,O
,distinct,O
,border,O
,between,O
,the,O
,patch,O
,and,O
,normal,O
,skin,O
,.,O
,
Sentence: 382,A,O
,problem,O
,with,O
,the,O
,immune,O
,system,O
,may,O
,play,O
,a,O
,role,O
,",",O
,and,O
,some,O
,people,O
,are,O
,genetically,O
,predisposed,O
,to,O
,psoriasis,O
,.,O
,
Sentence: 383,Characteristic,O
,scales,O
,or,O
,red,O
,patches,O
,can,O
,appear,O
,anywhere,O
,on,O
,the,O
,body,O
,in,O
,large,O
,or,O
,small,O
,patches,O
,",",O
,particularly,O
,the,O
,elbows,O
,",",O
,knees,O
,",",O
,and,O
,scalp,O
,.,O
,
Sentence: 384,This,O
,disease,O
,is,O
,treated,O
,with,O
,a,O
,combination,O
,of,O
,exposure,O
,to,O
,ultraviolet,O
,light,O
,(,O
,phototherapy,O
,),O
,",",O
,drugs,O
,applied,O
,to,O
,the,O
,skin,O
,",",O
,and,O
,drugs,O
,taken,O
,by,O
,mouth,O
,or,O
,given,O
,by,O
,injection,O
,.,O
,
Sentence: 385,Psoriasis,O
,is,O
,common,O
,and,O
,affects,O
,about,O
,1,O
,to,O
,5,O
,%,O
,of,O
,the,O
,population,O
,worldwide,O
,.,O
,
Sentence: 386,Light,O
,-,O
,skinned,O
,people,O
,are,O
,at,O
,greater,O
,risk,O
,",",O
,whereas,O
,blacks,O
,are,O
,less,O
,likely,O
,to,O
,get,O
,the,O
,disease,O
,.,O
,
Sentence: 387,Psoriasis,O
,begins,B-UG
,most,O
,often,O
,in,O
,people,O
,aged,O
,16,O
,to,O
,22,O
,years,O
,and,O
,aged,O
,57,O
,to,O
,60,O
,years,O
,.,O
,
Sentence: 388,However,O
,",",O
,people,O
,in,O
,all,O
,age,O
,groups,O
,and,O
,races,O
,are,O
,susceptible,O
,.,O
,
Sentence: 389,The,O
,patches,O
,of,O
,psoriasis,O
,occur,O
,because,O
,of,O
,an,O
,abnormally,O
,high,O
,rate,O
,of,O
,growth,O
,of,O
,skin,O
,cells,O
,.,O
,
Sentence: 390,The,O
,reason,O
,for,O
,the,O
,rapid,O
,cell,O
,growth,O
,is,O
,unknown,O
,",",O
,but,O
,a,O
,problem,O
,with,O
,the,O
,immune,O
,system,O
,is,O
,thought,O
,to,O
,play,O
,a,O
,role,O
,.,O
,
Sentence: 391,The,O
,disorder,O
,often,O
,runs,O
,in,O
,families,O
,",",O
,and,O
,certain,O
,genes,O
,are,O
,associated,O
,with,O
,psoriasis,O
,.,O
,
Sentence: 392,Plaque,O
,psoriasis,O
,",",O
,the,O
,most,O
,common,O
,type,O
,of,O
,psoriasis,O
,",",O
,usually,O
,starts,O
,as,O
,one,O
,or,O
,more,O
,small,O
,red,O
,",",O
,silvery,O
,",",O
,shiny,O
,patches,O
,(,O
,plaques,O
,),O
,on,O
,the,O
,scalp,O
,",",O
,elbows,O
,",",O
,knees,O
,",",O
,back,O
,",",O
,or,O
,buttocks,O
,.,O
,
Sentence: 393,The,O
,eyebrows,O
,",",O
,underarms,O
,",",O
,navel,O
,",",O
,the,O
,skin,O
,around,O
,the,O
,anus,O
,",",O
,and,O
,the,O
,cleft,O
,where,O
,the,O
,buttocks,O
,meet,O
,the,O
,lower,O
,back,O
,may,O
,also,O
,be,O
,affected,O
,.,O
,
Sentence: 394,Many,O
,people,O
,with,O
,psoriasis,O
,may,O
,also,B-UG
,have,O
,deformed,O
,",",O
,thickened,O
,",",O
,and,O
,pitted,O
,nails,O
,.,O
,
Sentence: 395,The,O
,first,O
,patches,O
,may,O
,clear,O
,up,O
,after,O
,a,O
,few,O
,months,O
,or,O
,remain,O
,",",O
,sometimes,O
,growing,O
,together,O
,to,O
,form,O
,larger,O
,patches,O
,.,O
,
Sentence: 396,Some,O
,people,O
,never,O
,have,O
,more,O
,than,O
,one,O
,or,B-UG
,two,B-UG
,small,O
,patches,O
,",",O
,and,O
,others,O
,have,O
,patches,O
,covering,O
,large,O
,areas,O
,of,O
,the,O
,body,O
,.,O
,
Sentence: 397,Thick,O
,patches,O
,or,O
,patches,O
,on,O
,the,O
,palms,O
,of,O
,the,O
,hands,O
,",",O
,soles,O
,of,O
,the,O
,feet,O
,",",O
,or,O
,skinfolds,O
,of,O
,the,O
,genitals,O
,are,O
,more,O
,likely,O
,to,O
,itch,O
,or,O
,hurt,O
,",",O
,but,O
,many,O
,times,O
,the,O
,person,O
,has,O
,no,O
,symptoms,O
,.,O
,
Sentence: 398,Although,O
,the,O
,patches,O
,do,O
,not,O
,cause,O
,extreme,O
,physical,O
,discomfort,O
,",",O
,they,O
,are,O
,very,O
,obvious,O
,and,O
,often,O
,embarrassing,O
,to,O
,the,O
,person,O
,.,O
,
Sentence: 399,The,O
,psychologic,O
,distress,O
,caused,O
,by,O
,psoriasis,O
,can,B-UG
,be,O
,severe,O
,.,O
,
Sentence: 400,Psoriasis,O
,persists,O
,throughout,O
,life,O
,but,O
,may,O
,come,O
,and,O
,go,O
,.,O
,
Sentence: 401,Gingivitis,O
,is,O
,inflammation,O
,of,O
,the,O
,gums,O
,(,O
,gingivae,O
,),O
,.,O
,
Sentence: 402,Gingivitis,O
,results,O
,most,O
,often,O
,from,O
,inadequate,O
,brushing,O
,and,O
,flossing,O
,but,O
,may,O
,result,O
,from,O
,medical,O
,disorders,O
,or,O
,the,O
,use,O
,of,O
,certain,O
,drugs,O
,.,O
,
Sentence: 403,The,O
,gums,O
,are,O
,red,O
,and,O
,swollen,O
,and,O
,bleed,O
,easily,O
,.,O
,
Sentence: 404,Good,O
,oral,O
,hygiene,O
,",",O
,frequent,O
,professional,O
,cleanings,O
,",",O
,and,O
,adequate,O
,nutrition,O
,usually,O
,eliminate,O
,gingivitis,O
,",",O
,and,O
,some,O
,mouthwashes,O
,may,B-UG
,help,O
,.,O
,
Sentence: 405,Gingivitis,O
,is,O
,an,O
,extremely,O
,common,O
,disease,O
,in,O
,which,O
,the,O
,gums,O
,become,O
,red,O
,and,O
,swollen,O
,and,O
,bleed,O
,easily,O
,.,O
,
Sentence: 406,Gingivitis,O
,causes,O
,little,O
,pain,O
,in,O
,its,O
,early,O
,stages,O
,and,O
,thus,O
,may,O
,not,O
,be,O
,noticed,O
,.,O
,
Sentence: 407,However,O
,",",O
,gingivitis,O
,that,O
,is,O
,left,O
,untreated,O
,may,O
,progress,O
,to,O
,periodontitis,O
,",",O
,a,O
,more,O
,severe,O
,gum,O
,disease,O
,that,O
,can,O
,result,O
,in,O
,tooth,O
,loss,O
,.,O
,
Sentence: 408,Without,O
,adequate,O
,brushing,O
,",",O
,plaque,O
,remains,O
,along,O
,the,O
,gumline,O
,and,O
,builds,O
,up,O
,between,O
,the,O
,gums,O
,and,O
,the,O
,teeth,O
,(,O
,gingivitis,O
,does,O
,not,O
,occur,O
,in,O
,places,O
,where,O
,teeth,O
,are,O
,missing,O
,),O
,.,O
,
Sentence: 409,Plaque,O
,also,O
,accumulates,O
,in,O
,faulty,O
,fillings,O
,and,O
,around,O
,the,O
,teeth,O
,next,O
,to,O
,poorly,O
,cleaned,O
,partial,O
,dentures,O
,",",O
,bridges,O
,",",O
,and,O
,orthodontic,O
,appliances,O
,.,O
,
Sentence: 410,When,O
,plaque,O
,stays,O
,on,O
,the,O
,teeth,O
,for,O
,more,O
,than,O
,72,O
,hours,O
,",",O
,it,O
,can,O
,harden,O
,into,O
,tartar,O
,(,O
,calculus,O
,),O
,",",O
,which,O
,cannot,O
,be,O
,completely,O
,removed,O
,by,O
,brushing,O
,and,O
,flossing,O
,.,O
,
Sentence: 411,The,O
,gums,O
,appear,O
,red,O
,rather,O
,than,O
,a,O
,healthy,O
,pink,O
,.,O
,
Sentence: 412,They,O
,swell,O
,and,O
,become,O
,movable,O
,instead,O
,of,O
,being,O
,firm,O
,and,O
,tight,O
,against,O
,the,O
,teeth,O
,.,O
,
Sentence: 413,The,O
,gums,O
,may,O
,bleed,O
,easily,O
,",",O
,especially,O
,while,O
,brushing,O
,or,O
,eating,O
,.,O
,
Sentence: 414,Gingivitis,O
,due,O
,to,O
,plaque,O
,can,O
,be,O
,prevented,O
,with,O
,good,O
,oral,O
,hygiene,O
,—,O
,the,O
,daily,O
,use,O
,of,O
,a,O
,toothbrush,O
,and,O
,dental,O
,floss,O
,.,O
,
Sentence: 415,Some,O
,mouthwashes,O
,also,O
,help,O
,control,O
,plaque,O
,.,O
,
Sentence: 416,After,O
,tartar,O
,forms,O
,",",O
,it,O
,can,O
,be,O
,removed,O
,only,O
,by,O
,a,O
,dentist,O
,or,O
,dental,O
,hygienist,O
,.,O
,
Sentence: 417,People,O
,typically,O
,need,O
,professional,O
,cleanings,O
,(,O
,called,O
,scaling,B-UG
,and,I-UG
,prophylaxis,I-UG
,[,O
,"",O
,prophy,O
,"",O
,],O
,),O
,every,O
,6,O
,to,O
,12,O
,months,O
,.,O
,
Sentence: 418,However,O
,",",O
,people,O
,with,O
,poor,O
,oral,O
,hygiene,O
,",",O
,medical,B-UG
,conditions,B-UG
,that,O
,can,O
,lead,O
,to,O
,gingivitis,O
,",",O
,or,O
,a,O
,tendency,O
,to,O
,develop,O
,plaque,O
,more,O
,quickly,O
,than,O
,usual,O
,may,O
,need,O
,professional,O
,cleanings,O
,more,O
,often,O
,.,O
,
Sentence: 419,Because,O
,of,O
,their,O
,excellent,O
,blood,O
,supply,O
,",",O
,gums,O
,quickly,O
,become,O
,healthy,O
,again,O
,after,O
,tartar,O
,and,O
,plaque,O
,are,O
,removed,O
,",",O
,as,O
,long,O
,as,O
,people,O
,brush,O
,and,O
,floss,O
,carefully,O
,.,O
,
Sentence: 420,Some,O
,drugs,O
,can,O
,cause,O
,an,O
,overgrowth,O
,(,O
,hyperplasia,O
,),O
,of,O
,gum,O
,tissue,O
,",",O
,so,O
,that,O
,removing,O
,plaque,O
,becomes,O
,more,O
,difficult,O
,",",O
,and,O
,gingivitis,O
,often,O
,develops,O
,.,O
,
Sentence: 421,Sinusitis,O
,is,O
,inflammation,O
,of,O
,the,O
,sinuses,O
,",",O
,most,O
,commonly,O
,caused,O
,by,O
,a,O
,viral,O
,or,O
,bacterial,O
,infection,O
,or,O
,by,O
,an,O
,allergy,O
,.,O
,
Sentence: 422,Some,O
,of,O
,the,O
,most,O
,common,O
,symptoms,O
,of,O
,sinusitis,O
,are,O
,pain,O
,",",O
,tenderness,O
,",",O
,nasal,O
,congestion,O
,",",O
,and,O
,headache,O
,.,O
,
Sentence: 423,The,O
,diagnosis,O
,is,O
,based,O
,on,O
,symptoms,O
,",",O
,but,O
,sometimes,O
,a,O
,computed,O
,tomography,O
,scan,O
,or,O
,other,O
,imaging,O
,tests,O
,are,O
,needed,O
,.,O
,
Sentence: 424,Antibiotics,O
,can,O
,eliminate,O
,an,O
,underlying,O
,bacterial,O
,infection,O
,.,O
,
Sentence: 425,Sinusitis,O
,is,O
,one,O
,of,O
,the,O
,most,O
,common,O
,medical,O
,conditions,O
,.,O
,
Sentence: 426,Sinusitis,O
,may,O
,occur,O
,in,O
,any,O
,of,O
,the,O
,four,O
,groups,B-UG
,of,O
,sinuses,O
,:,O
,maxillary,O
,",",O
,ethmoid,O
,",",O
,frontal,O
,",",O
,or,O
,sphenoid,O
,.,O
,
Sentence: 427,Sinusitis,O
,nearly,O
,always,O
,occurs,O
,in,O
,conjunction,O
,with,O
,inflammation,O
,of,O
,the,O
,nasal,O
,passages,O
,(,O
,rhinitis,O
,),O
,",",O
,and,O
,some,O
,doctors,O
,refer,O
,to,O
,the,O
,disorder,O
,as,O
,rhinosinusitis,O
,.,O
,
Sentence: 428,It,O
,may,O
,be,O
,acute,O
,(,O
,short,O
,-,O
,lived,O
,),O
,or,O
,chronic,O
,(,O
,long,O
,-,O
,standing,O
,),O
,.,O
,
Sentence: 429,Sinusitis,O
,is,O
,defined,O
,as,O
,acute,O
,if,O
,it,O
,is,O
,totally,O
,resolved,O
,in,O
,less,O
,than,O
,30,O
,days,O
,.,O
,
Sentence: 430,In,O
,people,O
,who,O
,have,O
,a,O
,normally,O
,functioning,O
,immune,O
,system,O
,",",O
,acute,O
,sinusitis,O
,is,O
,usually,O
,caused,O
,by,O
,a,O
,viral,O
,infection,O
,.,O
,
Sentence: 431,Sometimes,O
,acute,O
,sinusitis,O
,is,O
,caused,O
,by,O
,bacteria,O
,.,O
,
Sentence: 432,Infection,O
,often,O
,develops,O
,after,O
,something,O
,blocks,O
,the,O
,openings,O
,to,O
,the,O
,sinuses,O
,.,O
,
Sentence: 433,Such,O
,blockage,O
,commonly,O
,results,O
,from,O
,a,O
,viral,O
,infection,O
,of,O
,the,O
,upper,O
,airways,O
,",",O
,such,O
,as,O
,the,O
,common,O
,cold,O
,.,O
,
Sentence: 434,During,O
,a,O
,cold,O
,",",O
,the,O
,swollen,O
,mucous,O
,membranes,O
,of,O
,the,O
,nasal,O
,cavity,O
,tend,O
,to,O
,block,O
,the,O
,openings,O
,of,O
,the,O
,sinuses,O
,.,O
,
Sentence: 435,Air,O
,in,O
,the,O
,sinuses,O
,is,O
,absorbed,O
,into,O
,the,O
,bloodstream,O
,",",O
,and,O
,the,O
,pressure,O
,inside,O
,the,O
,sinuses,O
,decreases,O
,",",O
,causing,O
,pain,O
,and,O
,drawing,O
,fluid,O
,into,O
,the,O
,sinuses,O
,.,O
,
Sentence: 436,This,O
,fluid,O
,is,O
,a,O
,breeding,O
,ground,O
,for,O
,bacteria,O
,.,O
,
Sentence: 437,White,O
,blood,O
,cells,O
,and,O
,more,O
,fluid,O
,enter,O
,the,O
,sinuses,O
,to,O
,fight,O
,the,O
,bacteria,O
,.,O
,
Sentence: 438,This,O
,influx,O
,increases,O
,the,O
,pressure,O
,and,O
,causes,O
,more,O
,pain,O
,.,O
,
Sentence: 439,Allergies,O
,also,O
,cause,O
,mucous,O
,membrane,O
,swelling,O
,",",O
,which,O
,blocks,O
,the,O
,openings,O
,to,O
,the,O
,sinuses,O
,.,O
,
Sentence: 440,Additionally,O
,",",O
,people,O
,with,O
,a,O
,deviated,O
,septum,O
,are,O
,more,B-UG
,prone,O
,to,O
,blocked,O
,sinuses,O
,.,O
,
Sentence: 441,Age,O
,-,O
,related,O
,macular,O
,degeneration,O
,causes,O
,progressive,O
,damage,O
,to,O
,the,O
,macula,O
,",",O
,the,O
,central,O
,and,O
,most,O
,vital,O
,area,O
,of,O
,the,O
,retina,O
,",",O
,resulting,O
,in,O
,gradual,O
,loss,O
,of,O
,central,O
,vision,O
,.,O
,
Sentence: 442,Central,O
,vision,O
,becomes,O
,washed,O
,out,O
,and,O
,loses,O
,detail,O
,",",O
,and,O
,straight,O
,lines,O
,may,O
,appear,O
,wavy,O
,.,O
,
Sentence: 443,Changes,O
,in,O
,the,O
,eye,O
,that,O
,characterize,O
,macular,O
,degeneration,O
,can,O
,often,O
,be,O
,identified,O
,by,O
,a,O
,doctor,O
,using,O
,specialized,O
,instruments,O
,during,O
,the,O
,examination,O
,.,O
,
Sentence: 444,Dietary,O
,supplements,O
,may,B-UG
,help,O
,slow,O
,progression,O
,of,O
,the,O
